,year,tag_name,views,related topic1,view of topic1,related topic2,view of topic2,related topic3,view of topic3
1697,1990,Skateboarding,0,Youth,0,Film,0,Exoskeleton,0
1698,1990,Slavery,0,Youth,0,Film,0,Exoskeleton,0
1699,1990,Sleep,0,Youth,0,Film,0,Exoskeleton,0
1700,1990,Smell,0,Youth,0,Film,0,Exoskeleton,0
1701,1990,Social change,0,Youth,0,Film,0,Exoskeleton,0
1702,1990,Social media,0,Youth,0,Film,0,Exoskeleton,0
1703,1990,Social science,0,Youth,0,Film,0,Exoskeleton,0
1704,1990,Society,0,Youth,0,Film,0,Exoskeleton,0
1705,1990,Sociology,0,Youth,0,Film,0,Exoskeleton,0
1706,1990,Software,0,Youth,0,Film,0,Exoskeleton,0
1707,1990,Solar energy,0,Youth,0,Film,0,Exoskeleton,0
1708,1990,Solar system,0,Youth,0,Film,0,Exoskeleton,0
1709,1990,Sound,0,Youth,0,Film,0,Exoskeleton,0
1710,1990,South America,0,Youth,0,Film,0,Exoskeleton,0
1711,1990,Space,0,Youth,0,Film,0,Exoskeleton,0
1712,1990,Speech,0,Youth,0,Film,0,Exoskeleton,0
1713,1990,Spoken word,0,Youth,0,Film,0,Exoskeleton,0
1714,1990,Sports,0,Youth,0,Film,0,Exoskeleton,0
1715,1990,Start-up,0,Youth,0,Film,0,Exoskeleton,0
1716,1990,State-building,0,Youth,0,Film,0,Exoskeleton,0
1717,1990,Statistics,0,Youth,0,Film,0,Exoskeleton,0
1718,1990,Stigma,0,Youth,0,Film,0,Exoskeleton,0
1719,1990,Storytelling,0,Youth,0,Film,0,Exoskeleton,0
1720,1990,Street art,0,Youth,0,Film,0,Exoskeleton,0
1721,1990,String theory,0,Youth,0,Film,0,Exoskeleton,0
1722,1990,Student,0,Youth,0,Film,0,Exoskeleton,0
1723,1990,Submarine,0,Youth,0,Film,0,Exoskeleton,0
1724,1990,Success,0,Youth,0,Film,0,Exoskeleton,0
1725,1990,Suicide,0,Youth,0,Film,0,Exoskeleton,0
1726,1990,Sun,0,Youth,0,Film,0,Exoskeleton,0
1727,1990,Surgery,0,Youth,0,Film,0,Exoskeleton,0
1728,1990,Surveillance,0,Youth,0,Film,0,Exoskeleton,0
1729,1990,Sustainability,0,Youth,0,Film,0,Exoskeleton,0
1730,1990,Synthetic biology,0,Youth,0,Film,0,Exoskeleton,0
1731,1990,Syria,0,Youth,0,Film,0,Exoskeleton,0
1732,1990,Teaching,0,Youth,0,Film,0,Exoskeleton,0
1733,1990,Technology,611691,Design,611691,Architecture,611691,Global issues,611691
1734,1990,TED Books,0,Youth,0,Film,0,Exoskeleton,0
1735,1990,TED en Espa\'f1ol,0,Youth,0,Film,0,Exoskeleton,0
1736,1990,TED Fellows,0,Youth,0,Film,0,Exoskeleton,0
1737,1990,TED Prize,0,Youth,0,Film,0,Exoskeleton,0
1738,1990,TED Residency,0,Youth,0,Film,0,Exoskeleton,0
1739,1990,TED-Ed,0,Youth,0,Film,0,Exoskeleton,0
1740,1990,TEDMED,0,Youth,0,Film,0,Exoskeleton,0
1741,1990,TEDNYC,0,Youth,0,Film,0,Exoskeleton,0
1742,1990,TEDx,0,Youth,0,Film,0,Exoskeleton,0
1743,1990,TEDYouth,0,Youth,0,Film,0,Exoskeleton,0
1744,1990,Telecom,0,Youth,0,Film,0,Exoskeleton,0
1745,1990,Telescopes,0,Youth,0,Film,0,Exoskeleton,0
1746,1990,Television,0,Youth,0,Film,0,Exoskeleton,0
1747,1990,Terrorism,0,Youth,0,Film,0,Exoskeleton,0
1748,1990,Theater,0,Youth,0,Film,0,Exoskeleton,0
1749,1990,Time,0,Youth,0,Film,0,Exoskeleton,0
1750,1990,Toy,0,Youth,0,Film,0,Exoskeleton,0
1751,1990,Trafficking,0,Youth,0,Film,0,Exoskeleton,0
1752,1990,Transgender,0,Youth,0,Film,0,Exoskeleton,0
1753,1990,Transportation,0,Youth,0,Film,0,Exoskeleton,0
1754,1990,Travel,0,Youth,0,Film,0,Exoskeleton,0
1755,1990,Trees,0,Youth,0,Film,0,Exoskeleton,0
1756,1990,Trust,0,Youth,0,Film,0,Exoskeleton,0
1757,1990,Typography,0,Youth,0,Film,0,Exoskeleton,0
1758,1990,United States,0,Youth,0,Film,0,Exoskeleton,0
1759,1990,Universe,0,Youth,0,Film,0,Exoskeleton,0
1760,1990,Urban,0,Youth,0,Film,0,Exoskeleton,0
1761,1990,Urban planning,0,Youth,0,Film,0,Exoskeleton,0
1762,1990,Vaccines,0,Youth,0,Film,0,Exoskeleton,0
1763,1990,Violence,0,Youth,0,Film,0,Exoskeleton,0
1764,1990,Violin,0,Youth,0,Film,0,Exoskeleton,0
1765,1990,Virtual reality,0,Youth,0,Film,0,Exoskeleton,0
1766,1990,Virus,0,Youth,0,Film,0,Exoskeleton,0
1767,1990,Visualizations,0,Youth,0,Film,0,Exoskeleton,0
1768,1990,Vocals,0,Youth,0,Film,0,Exoskeleton,0
1769,1990,Vulnerability,0,Youth,0,Film,0,Exoskeleton,0
1770,1990,War,0,Youth,0,Film,0,Exoskeleton,0
1771,1990,Water,0,Youth,0,Film,0,Exoskeleton,0
1772,1990,Weather,0,Youth,0,Film,0,Exoskeleton,0
1773,1990,Web,0,Youth,0,Film,0,Exoskeleton,0
1774,1990,Wikipedia,0,Youth,0,Film,0,Exoskeleton,0
1775,1990,Wind energy,0,Youth,0,Film,0,Exoskeleton,0
1776,1990,Women,0,Youth,0,Film,0,Exoskeleton,0
1777,1990,Women in business,0,Youth,0,Film,0,Exoskeleton,0
1778,1990,Work,0,Youth,0,Film,0,Exoskeleton,0
1779,1990,Work-life balance,0,Youth,0,Film,0,Exoskeleton,0
1780,1990,World cultures,0,Youth,0,Film,0,Exoskeleton,0
1781,1990,Writing,0,Youth,0,Film,0,Exoskeleton,0
1782,1990,Wunderkind,0,Youth,0,Film,0,Exoskeleton,0
1783,1990,Youth,0,Wunderkind,0,Film,0,Exoskeleton,0
1784,1991,3d printing,0,Youth,0,Finance,0,Exploration,0
1785,1991,Addiction,0,Youth,0,Finance,0,Exploration,0
1786,1991,Adventure,0,Youth,0,Finance,0,Exploration,0
1787,1991,Advertising,0,Youth,0,Finance,0,Exploration,0
1788,1991,Africa,0,Youth,0,Finance,0,Exploration,0
1789,1991,Aging,0,Youth,0,Finance,0,Exploration,0
1790,1991,Agriculture,0,Youth,0,Finance,0,Exploration,0
1791,1991,AI,0,Youth,0,Finance,0,Exploration,0
1792,1991,AIDS,0,Youth,0,Finance,0,Exploration,0
1793,1991,Aircraft,0,Youth,0,Finance,0,Exploration,0
1794,1991,Algorithm,0,Youth,0,Finance,0,Exploration,0
1795,1991,Alternative energy,0,Youth,0,Finance,0,Exploration,0
1796,1991,Alzheimer's,0,Youth,0,Finance,0,Exploration,0
1797,1991,Ancient world,0,Youth,0,Finance,0,Exploration,0
1798,1991,Animals,0,Youth,0,Finance,0,Exploration,0
1799,1991,Animation,0,Youth,0,Finance,0,Exploration,0
1800,1991,Antarctica,0,Youth,0,Finance,0,Exploration,0
1801,1991,Anthropocene,0,Youth,0,Finance,0,Exploration,0
1802,1991,Anthropology,0,Youth,0,Finance,0,Exploration,0
1803,1991,Ants,0,Youth,0,Finance,0,Exploration,0
1804,1991,Apes,0,Youth,0,Finance,0,Exploration,0
1805,1991,Archaeology,0,Youth,0,Finance,0,Exploration,0
1806,1991,Architecture,0,Youth,0,Finance,0,Exploration,0
1807,1991,Art,0,Youth,0,Finance,0,Exploration,0
1808,1991,Arts,0,Youth,0,Finance,0,Exploration,0
1809,1991,Asia,0,Youth,0,Finance,0,Exploration,0
1810,1991,Asteroid,0,Youth,0,Finance,0,Exploration,0
1811,1991,Astrobiology,0,Youth,0,Finance,0,Exploration,0
1812,1991,Astronomy,0,Youth,0,Finance,0,Exploration,0
1813,1991,Atheism,0,Youth,0,Finance,0,Exploration,0
1814,1991,Augmented reality,0,Youth,0,Finance,0,Exploration,0
1815,1991,Autism,0,Youth,0,Finance,0,Exploration,0
1816,1991,Autism spectrum disorder,0,Youth,0,Finance,0,Exploration,0
1817,1991,Bacteria,0,Youth,0,Finance,0,Exploration,0
1818,1991,Beauty,0,Youth,0,Finance,0,Exploration,0
1819,1991,Bees,0,Youth,0,Finance,0,Exploration,0
1820,1991,Behavioral economics,0,Youth,0,Finance,0,Exploration,0
1821,1991,Best of the Web,0,Youth,0,Finance,0,Exploration,0
1822,1991,Big bang,0,Youth,0,Finance,0,Exploration,0
1823,1991,Big problems,0,Youth,0,Finance,0,Exploration,0
1824,1991,Biodiversity,0,Youth,0,Finance,0,Exploration,0
1825,1991,Bioethics,0,Youth,0,Finance,0,Exploration,0
1826,1991,Biology,317752,Evolution,317752,Science,317752,Life,317752
1827,1991,Biomechanics,0,Youth,0,Finance,0,Exploration,0
1828,1991,Biomimicry,0,Youth,0,Finance,0,Exploration,0
1829,1991,Bionics,0,Youth,0,Finance,0,Exploration,0
1830,1991,Biosphere,0,Youth,0,Finance,0,Exploration,0
1831,1991,Biotech,0,Youth,0,Finance,0,Exploration,0
1832,1991,Birds,0,Youth,0,Finance,0,Exploration,0
1833,1991,Blindness,0,Youth,0,Finance,0,Exploration,0
1834,1991,Blockchain,0,Youth,0,Finance,0,Exploration,0
1835,1991,Body language,0,Youth,0,Finance,0,Exploration,0
1836,1991,Books,0,Youth,0,Finance,0,Exploration,0
1837,1991,Botany,0,Youth,0,Finance,0,Exploration,0
1838,1991,Brain,0,Youth,0,Finance,0,Exploration,0
1839,1991,Brand,0,Youth,0,Finance,0,Exploration,0
1840,1991,Brazil,0,Youth,0,Finance,0,Exploration,0
1841,1991,Buddhism,0,Youth,0,Finance,0,Exploration,0
1842,1991,Bullying,0,Youth,0,Finance,0,Exploration,0
1843,1991,Business,0,Youth,0,Finance,0,Exploration,0
1844,1991,Cancer,0,Youth,0,Finance,0,Exploration,0
1845,1991,Capitalism,0,Youth,0,Finance,0,Exploration,0
1846,1991,Cars,0,Youth,0,Finance,0,Exploration,0
1847,1991,Cello,0,Youth,0,Finance,0,Exploration,0
1848,1991,Charter for compassion,0,Youth,0,Finance,0,Exploration,0
1849,1991,Chemistry,0,Youth,0,Finance,0,Exploration,0
1850,1991,Children,0,Youth,0,Finance,0,Exploration,0
1851,1991,China,0,Youth,0,Finance,0,Exploration,0
1852,1991,Choice,0,Youth,0,Finance,0,Exploration,0
1853,1991,Christianity,0,Youth,0,Finance,0,Exploration,0
1854,1991,Cities,0,Youth,0,Finance,0,Exploration,0
1855,1991,Climate change,0,Youth,0,Finance,0,Exploration,0
1856,1991,Cloud,0,Youth,0,Finance,0,Exploration,0
1857,1991,Code,0,Youth,0,Finance,0,Exploration,0
1858,1991,Cognitive science,0,Youth,0,Finance,0,Exploration,0
1859,1991,Collaboration,0,Youth,0,Finance,0,Exploration,0
1860,1991,Comedy,0,Youth,0,Finance,0,Exploration,0
1861,1991,Communication,0,Youth,0,Finance,0,Exploration,0
1862,1991,Community,0,Youth,0,Finance,0,Exploration,0
1863,1991,Compassion,0,Youth,0,Finance,0,Exploration,0
1864,1991,Complexity,0,Youth,0,Finance,0,Exploration,0
1865,1991,Composing,0,Youth,0,Finance,0,Exploration,0
1866,1991,Computers,0,Youth,0,Finance,0,Exploration,0
1867,1991,Conducting,0,Youth,0,Finance,0,Exploration,0
1868,1991,Consciousness,0,Youth,0,Finance,0,Exploration,0
1869,1991,Conservation,0,Youth,0,Finance,0,Exploration,0
1870,1991,Consumerism,0,Youth,0,Finance,0,Exploration,0
1871,1991,Cooperation,0,Youth,0,Finance,0,Exploration,0
1872,1991,Coral reefs,0,Youth,0,Finance,0,Exploration,0
1873,1991,Corruption,0,Youth,0,Finance,0,Exploration,0
1874,1991,Cosmos,0,Youth,0,Finance,0,Exploration,0
1875,1991,Creativity,0,Youth,0,Finance,0,Exploration,0
1876,1991,Crime,0,Youth,0,Finance,0,Exploration,0
1877,1991,Criminal Justice,0,Youth,0,Finance,0,Exploration,0
1878,1991,CRISPR,0,Youth,0,Finance,0,Exploration,0
1879,1991,Crowdsourcing,0,Youth,0,Finance,0,Exploration,0
1880,1991,Cryptocurrency,0,Youth,0,Finance,0,Exploration,0
1881,1991,Culture,0,Youth,0,Finance,0,Exploration,0
1882,1991,Curiosity,0,Youth,0,Finance,0,Exploration,0
1883,1991,Dance,0,Youth,0,Finance,0,Exploration,0
1884,1991,Dark matter,0,Youth,0,Finance,0,Exploration,0
1885,1991,Data,0,Youth,0,Finance,0,Exploration,0
1886,1991,Death,0,Youth,0,Finance,0,Exploration,0
1887,1991,Debate,0,Youth,0,Finance,0,Exploration,0
1888,1991,Decision-making,0,Youth,0,Finance,0,Exploration,0
1889,1991,Deextinction,0,Youth,0,Finance,0,Exploration,0
1890,1991,Demo,0,Youth,0,Finance,0,Exploration,0
1891,1991,Democracy,0,Youth,0,Finance,0,Exploration,0
1892,1991,Depression,0,Youth,0,Finance,0,Exploration,0
1893,1991,Design,0,Youth,0,Finance,0,Exploration,0
1894,1991,Development,0,Youth,0,Finance,0,Exploration,0
1895,1991,Dinosaurs,0,Youth,0,Finance,0,Exploration,0
1896,1991,Disability,0,Youth,0,Finance,0,Exploration,0
1897,1991,Disaster relief,0,Youth,0,Finance,0,Exploration,0
1898,1991,Discovery,0,Youth,0,Finance,0,Exploration,0
1899,1991,Disease,0,Youth,0,Finance,0,Exploration,0
1900,1991,Diversity,0,Youth,0,Finance,0,Exploration,0
1901,1991,DNA,0,Youth,0,Finance,0,Exploration,0
1902,1991,Driverless cars,0,Youth,0,Finance,0,Exploration,0
1903,1991,Drones,0,Youth,0,Finance,0,Exploration,0
1904,1991,Ebola,0,Youth,0,Finance,0,Exploration,0
1905,1991,Ecology,0,Youth,0,Finance,0,Exploration,0
1906,1991,Economics,0,Youth,0,Finance,0,Exploration,0
1907,1991,Education,0,Youth,0,Finance,0,Exploration,0
1908,1991,Egypt,0,Youth,0,Finance,0,Exploration,0
1909,1991,Electricity,0,Youth,0,Finance,0,Exploration,0
1910,1991,Emotions,0,Youth,0,Finance,0,Exploration,0
1911,1991,Empathy,0,Youth,0,Finance,0,Exploration,0
1912,1991,Encryption,0,Youth,0,Finance,0,Exploration,0
1913,1991,Energy,0,Youth,0,Finance,0,Exploration,0
1914,1991,Engineering,0,Youth,0,Finance,0,Exploration,0
1915,1991,Entertainment,0,Youth,0,Finance,0,Exploration,0
1916,1991,Entrepreneur,0,Youth,0,Finance,0,Exploration,0
1917,1991,Environment,0,Youth,0,Finance,0,Exploration,0
1918,1991,Epidemiology,0,Youth,0,Finance,0,Exploration,0
1919,1991,Europe,0,Youth,0,Finance,0,Exploration,0
1920,1991,Evil,0,Youth,0,Finance,0,Exploration,0
1921,1991,Evolution,317752,Biology,317752,Science,317752,Life,317752
1922,1991,Evolutionary psychology,0,Youth,0,Finance,0,Exploration,0
1923,1991,Exercise,0,Youth,0,Finance,0,Exploration,0
1924,1991,Exoskeleton,0,Youth,0,Finance,0,Exploration,0
1925,1991,Exploration,0,Youth,0,Finance,0,Exoskeleton,0
1926,1991,Extraterrestrial life,0,Youth,0,Finance,0,Exoskeleton,0
1927,1991,Extreme sports,0,Youth,0,Finance,0,Exoskeleton,0
1928,1991,Failure,0,Youth,0,Finance,0,Exoskeleton,0
1929,1991,Faith,0,Youth,0,Finance,0,Exoskeleton,0
1930,1991,Family,0,Youth,0,Finance,0,Exoskeleton,0
1931,1991,Farming,0,Youth,0,Finance,0,Exoskeleton,0
1932,1991,Fashion,0,Youth,0,Finance,0,Exoskeleton,0
1933,1991,Fear,0,Youth,0,Finance,0,Exoskeleton,0
1934,1991,Feminism,0,Youth,0,Finance,0,Exoskeleton,0
1935,1991,Film,0,Youth,0,Finance,0,Exoskeleton,0
1936,1991,Finance,0,Youth,0,Film,0,Exoskeleton,0
1937,1991,Fish,0,Youth,0,Film,0,Exoskeleton,0
1938,1991,Flight,0,Youth,0,Film,0,Exoskeleton,0
1939,1991,Food,0,Youth,0,Film,0,Exoskeleton,0
1940,1991,Foreign Policy,0,Youth,0,Film,0,Exoskeleton,0
1941,1991,Forensics,0,Youth,0,Film,0,Exoskeleton,0
1942,1991,Friendship,0,Youth,0,Film,0,Exoskeleton,0
1943,1991,Fungi,0,Youth,0,Film,0,Exoskeleton,0
1944,1991,Funny,0,Youth,0,Film,0,Exoskeleton,0
1945,1991,Future,0,Youth,0,Film,0,Exoskeleton,0
1946,1991,Gaming,0,Youth,0,Film,0,Exoskeleton,0
1947,1991,Garden,0,Youth,0,Film,0,Exoskeleton,0
1948,1991,Gender,0,Youth,0,Film,0,Exoskeleton,0
1949,1991,Gender equality,0,Youth,0,Film,0,Exoskeleton,0
1950,1991,Gender spectrum,0,Youth,0,Film,0,Exoskeleton,0
1951,1991,Genetics,0,Youth,0,Film,0,Exoskeleton,0
1952,1991,Geology,0,Youth,0,Film,0,Exoskeleton,0
1953,1991,Glacier,0,Youth,0,Film,0,Exoskeleton,0
1954,1991,Global commons,0,Youth,0,Film,0,Exoskeleton,0
1955,1991,Global development,0,Youth,0,Film,0,Exoskeleton,0
1956,1991,Global issues,0,Youth,0,Film,0,Exoskeleton,0
1957,1991,Goal-setting,0,Youth,0,Film,0,Exoskeleton,0
1958,1991,God,0,Youth,0,Film,0,Exoskeleton,0
1959,1991,Google,0,Youth,0,Film,0,Exoskeleton,0
1960,1991,Government,0,Youth,0,Film,0,Exoskeleton,0
1961,1991,Grammar,0,Youth,0,Film,0,Exoskeleton,0
1962,1991,Graphic design,0,Youth,0,Film,0,Exoskeleton,0
1963,1991,Green,0,Youth,0,Film,0,Exoskeleton,0
1964,1991,Guitar,0,Youth,0,Film,0,Exoskeleton,0
1965,1991,Guns,0,Youth,0,Film,0,Exoskeleton,0
1966,1991,Hack,0,Youth,0,Film,0,Exoskeleton,0
1967,1991,Happiness,0,Youth,0,Film,0,Exoskeleton,0
1968,1991,Health,0,Youth,0,Film,0,Exoskeleton,0
1969,1991,Health care,0,Youth,0,Film,0,Exoskeleton,0
1970,1991,Healthcare,0,Youth,0,Film,0,Exoskeleton,0
1971,1991,Hearing,0,Youth,0,Film,0,Exoskeleton,0
1972,1991,Heart health,0,Youth,0,Film,0,Exoskeleton,0
1973,1991,History,0,Youth,0,Film,0,Exoskeleton,0
1974,1991,HIV,0,Youth,0,Film,0,Exoskeleton,0
1975,1991,Homelessness,0,Youth,0,Film,0,Exoskeleton,0
1976,1991,Human body,0,Youth,0,Film,0,Exoskeleton,0
1977,1991,Human origins,0,Youth,0,Film,0,Exoskeleton,0
1978,1991,Humanity,0,Youth,0,Film,0,Exoskeleton,0
1979,1991,Humor,0,Youth,0,Film,0,Exoskeleton,0
1980,1991,Identity,0,Youth,0,Film,0,Exoskeleton,0
1981,1991,Illness,0,Youth,0,Film,0,Exoskeleton,0
1982,1991,Illusion,0,Youth,0,Film,0,Exoskeleton,0
1983,1991,Immigration,0,Youth,0,Film,0,Exoskeleton,0
1984,1991,Inclusion,0,Youth,0,Film,0,Exoskeleton,0
1985,1991,India,0,Youth,0,Film,0,Exoskeleton,0
1986,1991,Indigenous peoples,0,Youth,0,Film,0,Exoskeleton,0
1987,1991,Industrial design,0,Youth,0,Film,0,Exoskeleton,0
1988,1991,Inequality,0,Youth,0,Film,0,Exoskeleton,0
1989,1991,Infrastructure,0,Youth,0,Film,0,Exoskeleton,0
1990,1991,Innovation,0,Youth,0,Film,0,Exoskeleton,0
1991,1991,Insects,0,Youth,0,Film,0,Exoskeleton,0
1992,1991,Intelligence,0,Youth,0,Film,0,Exoskeleton,0
1993,1991,Interface design,0,Youth,0,Film,0,Exoskeleton,0
1994,1991,Internet,0,Youth,0,Film,0,Exoskeleton,0
1995,1991,Interview,0,Youth,0,Film,0,Exoskeleton,0
1996,1991,Introvert,0,Youth,0,Film,0,Exoskeleton,0
1997,1991,Invention,0,Youth,0,Film,0,Exoskeleton,0
1998,1991,Investment,0,Youth,0,Film,0,Exoskeleton,0
1999,1991,Iran,0,Youth,0,Film,0,Exoskeleton,0
2000,1991,Iraq,0,Youth,0,Film,0,Exoskeleton,0
2001,1991,Islam,0,Youth,0,Film,0,Exoskeleton,0
2002,1991,Jazz,0,Youth,0,Film,0,Exoskeleton,0
2003,1991,Journalism,0,Youth,0,Film,0,Exoskeleton,0
2004,1991,Justice system,0,Youth,0,Film,0,Exoskeleton,0
2005,1991,Language,0,Youth,0,Film,0,Exoskeleton,0
2006,1991,Latin America,0,Youth,0,Film,0,Exoskeleton,0
2007,1991,Law,0,Youth,0,Film,0,Exoskeleton,0
2008,1991,Leadership,0,Youth,0,Film,0,Exoskeleton,0
2009,1991,LGBT,0,Youth,0,Film,0,Exoskeleton,0
2010,1991,Library,0,Youth,0,Film,0,Exoskeleton,0
2011,1991,Life,317752,Science,317752,Biology,317752,Universe,317752
2012,1991,Literature,0,Youth,0,Film,0,Exoskeleton,0
2013,1991,Live music,0,Youth,0,Film,0,Exoskeleton,0
2014,1991,Love,0,Youth,0,Film,0,Exoskeleton,0
2015,1991,MacArthur grant,0,Youth,0,Film,0,Exoskeleton,0
2016,1991,Machine learning,0,Youth,0,Film,0,Exoskeleton,0
2017,1991,Magic,0,Youth,0,Film,0,Exoskeleton,0
2018,1991,Manufacturing,0,Youth,0,Film,0,Exoskeleton,0
2019,1991,Map,0,Youth,0,Film,0,Exoskeleton,0
2020,1991,Marine biology,0,Youth,0,Film,0,Exoskeleton,0
2021,1991,Marketing,0,Youth,0,Film,0,Exoskeleton,0
2022,1991,Markets,0,Youth,0,Film,0,Exoskeleton,0
2023,1991,Mars,0,Youth,0,Film,0,Exoskeleton,0
2024,1991,Materials,0,Youth,0,Film,0,Exoskeleton,0
2025,1991,Math,0,Youth,0,Film,0,Exoskeleton,0
2026,1991,Media,0,Youth,0,Film,0,Exoskeleton,0
2027,1991,Medical imaging,0,Youth,0,Film,0,Exoskeleton,0
2028,1991,Medical research,0,Youth,0,Film,0,Exoskeleton,0
2029,1991,Medicine,0,Youth,0,Film,0,Exoskeleton,0
2030,1991,Meditation,0,Youth,0,Film,0,Exoskeleton,0
2031,1991,Meme,0,Youth,0,Film,0,Exoskeleton,0
2032,1991,Memory,0,Youth,0,Film,0,Exoskeleton,0
2033,1991,Men,0,Youth,0,Film,0,Exoskeleton,0
2034,1991,Mental health,0,Youth,0,Film,0,Exoskeleton,0
2035,1991,Microbes,0,Youth,0,Film,0,Exoskeleton,0
2036,1991,Microbiology,0,Youth,0,Film,0,Exoskeleton,0
2037,1991,Microfinance,0,Youth,0,Film,0,Exoskeleton,0
2038,1991,Microsoft,0,Youth,0,Film,0,Exoskeleton,0
2039,1991,Middle East,0,Youth,0,Film,0,Exoskeleton,0
2040,1991,Military,0,Youth,0,Film,0,Exoskeleton,0
2041,1991,Mind,0,Youth,0,Film,0,Exoskeleton,0
2042,1991,Mindfulness,0,Youth,0,Film,0,Exoskeleton,0
2043,1991,Mining,0,Youth,0,Film,0,Exoskeleton,0
2044,1991,Mission blue,0,Youth,0,Film,0,Exoskeleton,0
2045,1991,Mobility,0,Youth,0,Film,0,Exoskeleton,0
2046,1991,Molecular biology,0,Youth,0,Film,0,Exoskeleton,0
2047,1991,Money,0,Youth,0,Film,0,Exoskeleton,0
2048,1991,Monkeys,0,Youth,0,Film,0,Exoskeleton,0
2049,1991,Moon,0,Youth,0,Film,0,Exoskeleton,0
2050,1991,Morality,0,Youth,0,Film,0,Exoskeleton,0
2051,1991,Motivation,0,Youth,0,Film,0,Exoskeleton,0
2052,1991,Movies,0,Youth,0,Film,0,Exoskeleton,0
2053,1991,Museums,0,Youth,0,Film,0,Exoskeleton,0
2054,1991,Music,0,Youth,0,Film,0,Exoskeleton,0
2055,1991,Nanoscale,0,Youth,0,Film,0,Exoskeleton,0
2056,1991,Narcotics,0,Youth,0,Film,0,Exoskeleton,0
2057,1991,NASA,0,Youth,0,Film,0,Exoskeleton,0
2058,1991,Natural disaster,0,Youth,0,Film,0,Exoskeleton,0
2059,1991,Natural resources,0,Youth,0,Film,0,Exoskeleton,0
2060,1991,Nature,0,Youth,0,Film,0,Exoskeleton,0
2061,1991,Neurology,0,Youth,0,Film,0,Exoskeleton,0
2062,1991,Neuroscience,0,Youth,0,Film,0,Exoskeleton,0
2063,1991,New York,0,Youth,0,Film,0,Exoskeleton,0
2064,1991,News,0,Youth,0,Film,0,Exoskeleton,0
2065,1991,Nobel prize,0,Youth,0,Film,0,Exoskeleton,0
2066,1991,Nonviolence,0,Youth,0,Film,0,Exoskeleton,0
2067,1991,Novel,0,Youth,0,Film,0,Exoskeleton,0
2068,1991,Nuclear energy,0,Youth,0,Film,0,Exoskeleton,0
2069,1991,Nuclear weapons,0,Youth,0,Film,0,Exoskeleton,0
2070,1991,Obesity,0,Youth,0,Film,0,Exoskeleton,0
2071,1991,Oceans,0,Youth,0,Film,0,Exoskeleton,0
2072,1991,Oil,0,Youth,0,Film,0,Exoskeleton,0
2073,1991,Online video,0,Youth,0,Film,0,Exoskeleton,0
2074,1991,Open-source,0,Youth,0,Film,0,Exoskeleton,0
2075,1991,Opioids,0,Youth,0,Film,0,Exoskeleton,0
2076,1991,Origami,0,Youth,0,Film,0,Exoskeleton,0
2077,1991,Pain,0,Youth,0,Film,0,Exoskeleton,0
2078,1991,Painting,0,Youth,0,Film,0,Exoskeleton,0
2079,1991,Paleontology,0,Youth,0,Film,0,Exoskeleton,0
2080,1991,Pandemic,0,Youth,0,Film,0,Exoskeleton,0
2081,1991,Parenting,0,Youth,0,Film,0,Exoskeleton,0
2082,1991,Peace,0,Youth,0,Film,0,Exoskeleton,0
2083,1991,Performance,0,Youth,0,Film,0,Exoskeleton,0
2084,1991,Performance art,0,Youth,0,Film,0,Exoskeleton,0
2085,1991,Person,0,Youth,0,Film,0,Exoskeleton,0
2086,1991,Personal growth,0,Youth,0,Film,0,Exoskeleton,0
2087,1991,Personality,0,Youth,0,Film,0,Exoskeleton,0
2088,1991,Pharmaceuticals,0,Youth,0,Film,0,Exoskeleton,0
2089,1991,Philanthropy,0,Youth,0,Film,0,Exoskeleton,0
2090,1991,Philosophy,0,Youth,0,Film,0,Exoskeleton,0
2091,1991,Photography,0,Youth,0,Film,0,Exoskeleton,0
2092,1991,Physics,0,Youth,0,Film,0,Exoskeleton,0
2093,1991,Physiology,0,Youth,0,Film,0,Exoskeleton,0
2094,1991,Piano,0,Youth,0,Film,0,Exoskeleton,0
2095,1991,Planets,0,Youth,0,Film,0,Exoskeleton,0
2096,1991,Plants,0,Youth,0,Film,0,Exoskeleton,0
2097,1991,Plastic,0,Youth,0,Film,0,Exoskeleton,0
2098,1991,Play,0,Youth,0,Film,0,Exoskeleton,0
2099,1991,Poetry,0,Youth,0,Film,0,Exoskeleton,0
2100,1991,Policy,0,Youth,0,Film,0,Exoskeleton,0
2101,1991,Politics,0,Youth,0,Film,0,Exoskeleton,0
2102,1991,Pollution,0,Youth,0,Film,0,Exoskeleton,0
2103,1991,Population,0,Youth,0,Film,0,Exoskeleton,0
2104,1991,Potential,0,Youth,0,Film,0,Exoskeleton,0
2105,1991,Poverty,0,Youth,0,Film,0,Exoskeleton,0
2106,1991,Prediction,0,Youth,0,Film,0,Exoskeleton,0
2107,1991,Pregnancy,0,Youth,0,Film,0,Exoskeleton,0
2108,1991,Presentation,0,Youth,0,Film,0,Exoskeleton,0
2109,1991,Primates,0,Youth,0,Film,0,Exoskeleton,0
2110,1991,Prison,0,Youth,0,Film,0,Exoskeleton,0
2111,1991,Privacy,0,Youth,0,Film,0,Exoskeleton,0
2112,1991,Product design,0,Youth,0,Film,0,Exoskeleton,0
2113,1991,Productivity,0,Youth,0,Film,0,Exoskeleton,0
2114,1991,Programming,0,Youth,0,Film,0,Exoskeleton,0
2115,1991,Prosthetics,0,Youth,0,Film,0,Exoskeleton,0
